"STATION","NAME","DATE","DAPR","MDPR","PRCP","SNOW","SNWD","TAVG","TMAX","TMIN","TOBS","WT01","WT02","WT03","WT04","WT05","WT08","WT11"
"US1PABK0005","PERKASIE 1.6 SSE, PA US","2023-04-23",,,"0.70",,,,,,,,,,,,,
"US1PABK0005","PERKASIE 1.6 SSE, PA US","2023-04-24",,,"0.00","0.0",,,,,,,,,,,,
"US1PABK0005","PERKASIE 1.6 SSE, PA US","2023-04-25",,,"0.00","0.0",,,,,,,,,,,,
"US1PABK0005","PERKASIE 1.6 SSE, PA US","2023-04-26",,,"0.00","0.0",,,,,,,,,,,,
"US1PABK0005","PERKASIE 1.6 SSE, PA US","2023-04-27",,,"0.03",,,,,,,,,,,,,
"US1PABK0005","PERKASIE 1.6 SSE, PA US","2023-04-28",,,"0.00","0.0",,,,,,,,,,,,
"US1PABK0005","PERKASIE 1.6 SSE, PA US","2023-04-29",,,"1.33",,,,,,,,,,,,,
"US1PABK0005","PERKASIE 1.6 SSE, PA US","2023-04-30",,,"0.02",,,,,,,,,,,,,
"US1PABK0005","PERKASIE 1.6 SSE, PA US","2023-05-01",,,"1.94",,,,,,,,,,,,,
"US1PABK0005","PERKASIE 1.6 SSE, PA US","2023-05-02",,,"0.06",,,,,,,,,,,,,
"US1PABK0005","PERKASIE 1.6 SSE, PA US","2023-05-03",,,"0.01",,,,,,,,,,,,,
"US1PABK0005","PERKASIE 1.6 SSE, PA US","2023-05-04",,,"0.00",,,,,,,,,,,,,
"US1PABK0005","PERKASIE 1.6 SSE, PA US","2023-05-05",,,"0.00","0.0",,,,,,,,,,,,
"US1PABK0005","PERKASIE 1.6 SSE, PA US","2023-05-06",,,"0.00","0.0",,,,,,,,,,,,
"US1PABK0005","PERKASIE 1.6 SSE, PA US","2023-05-07",,,"0.00","0.0",,,,,,,,,,,,
"US1PABK0005","PERKASIE 1.6 SSE, PA US","2023-05-08",,,"0.02",,,,,,,,,,,,,
"US1PABK0005","PERKASIE 1.6 SSE, PA US","2023-05-09",,,"0.00","0.0",,,,,,,,,,,,
"US1PABK0005","PERKASIE 1.6 SSE, PA US","2023-05-10",,,"0.00","0.0",,,,,,,,,,,,
"US1PABK0005","PERKASIE 1.6 SSE, PA US","2023-05-11",,,"0.00","0.0",,,,,,,,,,,,
"US1PABK0005","PERKASIE 1.6 SSE, PA US","2023-05-12",,,"0.00","0.0",,,,,,,,,,,,
"US1PABK0005","PERKASIE 1.6 SSE, PA US","2023-05-13",,,"0.00","0.0",,,,,,,,,,,,
"US1PABK0005","PERKASIE 1.6 SSE, PA US","2023-05-14",,,"0.00","0.0",,,,,,,,,,,,
"US1PABK0005","PERKASIE 1.6 SSE, PA US","2023-05-15",,,"0.00","0.0",,,,,,,,,,,,
"US1PABK0005","PERKASIE 1.6 SSE, PA US","2023-05-16",,,"0.00","0.0",,,,,,,,,,,,
"US1PABK0005","PERKASIE 1.6 SSE, PA US","2023-05-17",,,"0.00","0.0",,,,,,,,,,,,
"US1PABK0005","PERKASIE 1.6 SSE, PA US","2023-05-18",,,"0.00","0.0",,,,,,,,,,,,
"US1PABK0005","PERKASIE 1.6 SSE, PA US","2023-05-19",,,"0.00","0.0",,,,,,,,,,,,
"US1PABK0005","PERKASIE 1.6 SSE, PA US","2023-05-20",,,"0.00","0.0",,,,,,,,,,,,
"US1PABK0005","PERKASIE 1.6 SSE, PA US","2023-05-21",,,"0.05",,,,,,,,,,,,,
"US1PABK0005","PERKASIE 1.6 SSE, PA US","2023-05-22",,,"0.00","0.0",,,,,,,,,,,,
"US1PABK0005","PERKASIE 1.6 SSE, PA US","2023-05-23",,,"0.00","0.0",,,,,,,,,,,,
"US1PABK0005","PERKASIE 1.6 SSE, PA US","2023-05-24",,,"0.00","0.0",,,,,,,,,,,,
"US1PABK0005","PERKASIE 1.6 SSE, PA US","2023-05-25",,,"0.00",,,,,,,,,,,,,
"US1PABK0005","PERKASIE 1.6 SSE, PA US","2023-05-26",,,"0.00","0.0",,,,,,,,,,,,
"US1PABK0005","PERKASIE 1.6 SSE, PA US","2023-05-27",,,"0.00","0.0",,,,,,,,,,,,
"US1PABK0005","PERKASIE 1.6 SSE, PA US","2023-05-28",,,"0.00","0.0",,,,,,,,,,,,
"US1PABK0005","PERKASIE 1.6 SSE, PA US","2023-05-29",,,"0.00","0.0",,,,,,,,,,,,
"US1PABK0005","PERKASIE 1.6 SSE, PA US","2023-05-30",,,"0.00","0.0",,,,,,,,,,,,
"US1PABK0005","PERKASIE 1.6 SSE, PA US","2023-05-31",,,"0.00","0.0",,,,,,,,,,,,
"US1PABK0005","PERKASIE 1.6 SSE, PA US","2023-06-01",,,"0.00","0.0",,,,,,,,,,,,
"US1PABK0005","PERKASIE 1.6 SSE, PA US","2023-06-02",,,"0.00","0.0",,,,,,,,,,,,
"US1PABK0005","PERKASIE 1.6 SSE, PA US","2023-06-03",,,"0.00","0.0",,,,,,,,,,,,
"US1PABK0005","PERKASIE 1.6 SSE, PA US","2023-06-04",,,"0.00","0.0",,,,,,,,,,,,
"US1PABK0005","PERKASIE 1.6 SSE, PA US","2023-06-05",,,"0.00","0.0",,,,,,,,,,,,
"US1PABK0005","PERKASIE 1.6 SSE, PA US","2023-06-06",,,"0.00","0.0",,,,,,,,,,,,
"US1PABK0005","PERKASIE 1.6 SSE, PA US","2023-06-07",,,"0.00","0.0",,,,,,,,,,,,
"US1PABK0005","PERKASIE 1.6 SSE, PA US","2023-06-08",,,"0.00","0.0",,,,,,,,,,,,
"US1PABK0005","PERKASIE 1.6 SSE, PA US","2023-06-09",,,"0.02",,,,,,,,,,,,,
"US1PABK0005","PERKASIE 1.6 SSE, PA US","2023-06-10",,,"0.00",,,,,,,,,,,,,
"US1PABK0005","PERKASIE 1.6 SSE, PA US","2023-06-11",,,"0.00","0.0",,,,,,,,,,,,
"US1PABK0005","PERKASIE 1.6 SSE, PA US","2023-06-12",,,"0.00","0.0",,,,,,,,,,,,
"US1PABK0005","PERKASIE 1.6 SSE, PA US","2023-06-13",,,"1.24",,,,,,,,,,,,,
"US1PABK0005","PERKASIE 1.6 SSE, PA US","2023-06-14",,,"0.00","0.0",,,,,,,,,,,,
"US1PABK0005","PERKASIE 1.6 SSE, PA US","2023-06-15",,,"0.25",,,,,,,,,,,,,
"US1PABK0005","PERKASIE 1.6 SSE, PA US","2023-06-16",,,"0.00","0.0",,,,,,,,,,,,
"US1PABK0005","PERKASIE 1.6 SSE, PA US","2023-06-17",,,"0.56",,,,,,,,,,,,,
"US1PABK0005","PERKASIE 1.6 SSE, PA US","2023-06-18",,,"0.04",,,,,,,,,,,,,
"US1PABK0005","PERKASIE 1.6 SSE, PA US","2023-06-19",,,"0.00","0.0",,,,,,,,,,,,
"US1PABK0005","PERKASIE 1.6 SSE, PA US","2023-06-20",,,"0.00","0.0",,,,,,,,,,,,
"US1PABK0005","PERKASIE 1.6 SSE, PA US","2023-06-21",,,"0.00","0.0",,,,,,,,,,,,
"US1PABK0005","PERKASIE 1.6 SSE, PA US","2023-06-22",,,"0.01",,,,,,,,,,,,,
"US1PABK0005","PERKASIE 1.6 SSE, PA US","2023-06-23",,,"0.00",,,,,,,,,,,,,
"US1PABK0005","PERKASIE 1.6 SSE, PA US","2023-06-24",,,"0.65",,,,,,,,,,,,,
"US1PABK0005","PERKASIE 1.6 SSE, PA US","2023-06-25",,,"0.04",,,,,,,,,,,,,
"US1PABK0005","PERKASIE 1.6 SSE, PA US","2023-06-26",,,"0.30",,,,,,,,,,,,,
"US1PABK0005","PERKASIE 1.6 SSE, PA US","2023-06-27",,,"0.92",,,,,,,,,,,,,
"US1PABK0005","PERKASIE 1.6 SSE, PA US","2023-06-28",,,"0.10",,,,,,,,,,,,,
"US1PABK0005","PERKASIE 1.6 SSE, PA US","2023-06-29",,,"0.00",,,,,,,,,,,,,
"US1PABK0005","PERKASIE 1.6 SSE, PA US","2023-06-30",,,"0.00","0.0",,,,,,,,,,,,
"US1PABK0005","PERKASIE 1.6 SSE, PA US","2023-07-01",,,"0.00","0.0",,,,,,,,,,,,
"US1PABK0005","PERKASIE 1.6 SSE, PA US","2023-07-02",,,"0.01",,,,,,,,,,,,,
"US1PABK0005","PERKASIE 1.6 SSE, PA US","2023-07-03",,,"0.65",,,,,,,,,,,,,
"US1PABK0005","PERKASIE 1.6 SSE, PA US","2023-07-04",,,"0.00",,,,,,,,,,,,,
"US1PABK0005","PERKASIE 1.6 SSE, PA US","2023-07-05",,,"0.05",,,,,,,,,,,,,
"US1PABK0005","PERKASIE 1.6 SSE, PA US","2023-07-06",,,"0.00","0.0",,,,,,,,,,,,
"US1PABK0005","PERKASIE 1.6 SSE, PA US","2023-07-07",,,"0.01",,,,,,,,,,,,,
"US1PABK0005","PERKASIE 1.6 SSE, PA US","2023-07-08",,,"0.01",,,,,,,,,,,,,
"US1PABK0005","PERKASIE 1.6 SSE, PA US","2023-07-09",,,"0.00",,,,,,,,,,,,,
"US1PABK0005","PERKASIE 1.6 SSE, PA US","2023-07-10",,,"1.40",,,,,,,,,,,,,
"US1PABK0005","PERKASIE 1.6 SSE, PA US","2023-07-11",,,"0.03",,,,,,,,,,,,,
"US1PABK0005","PERKASIE 1.6 SSE, PA US","2023-07-12",,,"0.00","0.0",,,,,,,,,,,,
"US1PABK0005","PERKASIE 1.6 SSE, PA US","2023-07-13",,,"0.00","0.0",,,,,,,,,,,,
"US1PABK0005","PERKASIE 1.6 SSE, PA US","2023-07-14",,,"0.42",,,,,,,,,,,,,
"US1PABK0005","PERKASIE 1.6 SSE, PA US","2023-07-15",,,"0.09",,,,,,,,,,,,,
"US1PABK0005","PERKASIE 1.6 SSE, PA US","2023-07-16",,,"0.20",,,,,,,,,,,,,
"US1PABK0005","PERKASIE 1.6 SSE, PA US","2023-07-17",,,"0.43",,,,,,,,,,,,,
"US1PABK0005","PERKASIE 1.6 SSE, PA US","2023-07-18",,,"0.00","0.0",,,,,,,,,,,,
"US1PABK0005","PERKASIE 1.6 SSE, PA US","2023-07-19",,,"0.05",,,,,,,,,,,,,
"US1PABK0005","PERKASIE 1.6 SSE, PA US","2023-07-20",,,"0.10",,,,,,,,,,,,,
"US1PABK0005","PERKASIE 1.6 SSE, PA US","2023-07-21",,,"0.37",,,,,,,,,,,,,
"US1PABK0005","PERKASIE 1.6 SSE, PA US","2023-07-22",,,"0.00","0.0",,,,,,,,,,,,
"US1PABK0005","PERKASIE 1.6 SSE, PA US","2023-07-23",,,"0.00","0.0",,,,,,,,,,,,
"US1PABK0005","PERKASIE 1.6 SSE, PA US","2023-07-24",,,"0.00","0.0",,,,,,,,,,,,
"US1PABK0005","PERKASIE 1.6 SSE, PA US","2023-07-25",,,"0.11",,,,,,,,,,,,,
"US1PABK0005","PERKASIE 1.6 SSE, PA US","2023-07-26",,,"0.84",,,,,,,,,,,,,
"US1PABK0005","PERKASIE 1.6 SSE, PA US","2023-07-27",,,"0.00","0.0",,,,,,,,,,,,
"US1PABK0005","PERKASIE 1.6 SSE, PA US","2023-07-28",,,"0.00","0.0",,,,,,,,,,,,
"US1PABK0005","PERKASIE 1.6 SSE, PA US","2023-07-29",,,"0.21",,,,,,,,,,,,,
"US1PABK0005","PERKASIE 1.6 SSE, PA US","2023-07-30",,,"0.18",,,,,,,,,,,,,
"US1PABK0005","PERKASIE 1.6 SSE, PA US","2023-07-31",,,"0.00",,,,,,,,,,,,,
"US1PABK0005","PERKASIE 1.6 SSE, PA US","2023-08-01",,,"0.00","0.0",,,,,,,,,,,,
"US1PABK0005","PERKASIE 1.6 SSE, PA US","2023-08-02",,,"0.00","0.0",,,,,,,,,,,,
"US1PABK0005","PERKASIE 1.6 SSE, PA US","2023-08-03",,,"0.00","0.0",,,,,,,,,,,,
"US1PABK0005","PERKASIE 1.6 SSE, PA US","2023-08-04",,,"0.00","0.0",,,,,,,,,,,,
"US1PABK0005","PERKASIE 1.6 SSE, PA US","2023-08-05",,,"0.00","0.0",,,,,,,,,,,,
"US1PABK0005","PERKASIE 1.6 SSE, PA US","2023-08-06",,,"0.00","0.0",,,,,,,,,,,,
"US1PABK0005","PERKASIE 1.6 SSE, PA US","2023-08-07",,,"0.43",,,,,,,,,,,,,
"US1PABK0005","PERKASIE 1.6 SSE, PA US","2023-08-08",,,"0.36",,,,,,,,,,,,,
"US1PABK0005","PERKASIE 1.6 SSE, PA US","2023-08-09",,,"0.00","0.0",,,,,,,,,,,,
"US1PABK0005","PERKASIE 1.6 SSE, PA US","2023-08-10",,,"0.00",,,,,,,,,,,,,
"US1PABK0005","PERKASIE 1.6 SSE, PA US","2023-08-11",,,"0.79",,,,,,,,,,,,,
"US1PABK0005","PERKASIE 1.6 SSE, PA US","2023-08-12",,,"0.00","0.0",,,,,,,,,,,,
"US1PABK0005","PERKASIE 1.6 SSE, PA US","2023-08-13",,,"0.65",,,,,,,,,,,,,
"US1PABK0005","PERKASIE 1.6 SSE, PA US","2023-08-14",,,"0.00","0.0",,,,,,,,,,,,
"US1PABK0005","PERKASIE 1.6 SSE, PA US","2023-08-15",,,"0.23",,,,,,,,,,,,,
"US1PABK0005","PERKASIE 1.6 SSE, PA US","2023-08-16",,,"0.03",,,,,,,,,,,,,
"US1PABK0005","PERKASIE 1.6 SSE, PA US","2023-08-17",,,"0.00","0.0",,,,,,,,,,,,
"US1PABK0005","PERKASIE 1.6 SSE, PA US","2023-08-18",,,"0.04",,,,,,,,,,,,,
"US1PABK0005","PERKASIE 1.6 SSE, PA US","2023-08-19",,,"0.00","0.0",,,,,,,,,,,,
"US1PABK0005","PERKASIE 1.6 SSE, PA US","2023-08-20",,,"0.00","0.0",,,,,,,,,,,,
"US1PABK0005","PERKASIE 1.6 SSE, PA US","2023-08-21",,,"0.00","0.0",,,,,,,,,,,,
"US1PABK0005","PERKASIE 1.6 SSE, PA US","2023-08-22",,,"0.00","0.0",,,,,,,,,,,,
"US1PABK0005","PERKASIE 1.6 SSE, PA US","2023-08-23",,,"0.00","0.0",,,,,,,,,,,,
"US1PABK0005","PERKASIE 1.6 SSE, PA US","2023-08-24",,,"0.00","0.0",,,,,,,,,,,,
"US1PABK0005","PERKASIE 1.6 SSE, PA US","2023-08-25",,,"0.69","0.0",,,,,,,,,,,,
"US1PABK0005","PERKASIE 1.6 SSE, PA US","2023-08-26",,,"0.00",,,,,,,,,,,,,
"US1PABK0005","PERKASIE 1.6 SSE, PA US","2023-08-27",,,"0.00","0.0",,,,,,,,,,,,
"US1PABK0005","PERKASIE 1.6 SSE, PA US","2023-08-28",,,"0.00","0.0",,,,,,,,,,,,
"US1PABK0005","PERKASIE 1.6 SSE, PA US","2023-08-29",,,"0.00","0.0",,,,,,,,,,,,
"US1PABK0005","PERKASIE 1.6 SSE, PA US","2023-08-30",,,"0.08",,,,,,,,,,,,,
"US1PABK0005","PERKASIE 1.6 SSE, PA US","2023-08-31",,,"0.00","0.0",,,,,,,,,,,,
"USW00093780","SOUTH JERSEY REGIONAL AIRPORT, NJ US","2023-01-01",,,"0.00",,,,"57","37",,,,,,,,
"USW00093780","SOUTH JERSEY REGIONAL AIRPORT, NJ US","2023-01-02",,,"0.00",,,,"58","35",,,,,,,,
"USW00093780","SOUTH JERSEY REGIONAL AIRPORT, NJ US","2023-01-03",,,"0.03",,,,"63","47",,,,,,,,
"USW00093780","SOUTH JERSEY REGIONAL AIRPORT, NJ US","2023-01-04",,,"0.02",,,,"67","55",,,,,,,,
"USW00093780","SOUTH JERSEY REGIONAL AIRPORT, NJ US","2023-01-05",,,"0.13",,,,"62","47",,,,,,,,
"USW00093780","SOUTH JERSEY REGIONAL AIRPORT, NJ US","2023-01-06",,,"0.10",,,,"48","40",,,,,,,,
"USW00093780","SOUTH JERSEY REGIONAL AIRPORT, NJ US","2023-01-07",,,"0.00",,,,"46","39",,,,,,,,
"USW00093780","SOUTH JERSEY REGIONAL AIRPORT, NJ US","2023-01-08",,,"0.00",,,,"42","27",,,,,,,,
"USW00093780","SOUTH JERSEY REGIONAL AIRPORT, NJ US","2023-01-09",,,"0.07",,,,"45","38",,"    1",,,,,,
"USW00093780","SOUTH JERSEY REGIONAL AIRPORT, NJ US","2023-01-10",,,"0.00",,,,"44","32",,,,,,,,
"USW00093780","SOUTH JERSEY REGIONAL AIRPORT, NJ US","2023-01-11",,,"0.00",,,,"44","26",,,,,,,,
"USW00093780","SOUTH JERSEY REGIONAL AIRPORT, NJ US","2023-01-12",,,"0.09",,,,"60","31",,,,,,,,
"USW00093780","SOUTH JERSEY REGIONAL AIRPORT, NJ US","2023-01-13",,,"0.06",,,,"58","35",,,,,,,,
"USW00093780","SOUTH JERSEY REGIONAL AIRPORT, NJ US","2023-01-14",,,"0.00",,,,"36","30",,,,,,,,
"USW00093780","SOUTH JERSEY REGIONAL AIRPORT, NJ US","2023-01-15",,,"0.00",,,,"43","28",,,,,,,,
"USW00093780","SOUTH JERSEY REGIONAL AIRPORT, NJ US","2023-01-16",,,"0.00",,,,"50","26",,,,,,,,
"USW00093780","SOUTH JERSEY REGIONAL AIRPORT, NJ US","2023-01-17",,,"0.00",,,,"46","29",,,,,,,,
"USW00093780","SOUTH JERSEY REGIONAL AIRPORT, NJ US","2023-01-18",,,"0.00",,,,"55","37",,"    1",,,,,,
"USW00093780","SOUTH JERSEY REGIONAL AIRPORT, NJ US","2023-01-19",,,"0.89",,,,"46","37",,"    1",,,,,,
"USW00093780","SOUTH JERSEY REGIONAL AIRPORT, NJ US","2023-01-20",,,"0.00",,,,"49","38",,"    1",,,,,,
"USW00093780","SOUTH JERSEY REGIONAL AIRPORT, NJ US","2023-01-21",,,"0.00",,,,"42","36",,,,,,,,
"USW00093780","SOUTH JERSEY REGIONAL AIRPORT, NJ US","2023-01-22",,,"0.49",,,,"43","30",,"    1",,,,,,
"USW00093780","SOUTH JERSEY REGIONAL AIRPORT, NJ US","2023-01-23",,,"0.13",,,,"41","37",,"    1",,,,,,
"USW00093780","SOUTH JERSEY REGIONAL AIRPORT, NJ US","2023-01-24",,,"0.00",,,,"48","28",,,,,,,,
"USW00093780","SOUTH JERSEY REGIONAL AIRPORT, NJ US","2023-01-25",,,"0.59",,,,"59","26",,"    1",,,,,,
"USW00093780","SOUTH JERSEY REGIONAL AIRPORT, NJ US","2023-01-26",,,"0.22",,,,"58","38",,"    1",,,,,,
"USW00093780","SOUTH JERSEY REGIONAL AIRPORT, NJ US","2023-01-27",,,"0.00",,,,"44","26",,,,,,,,
"USW00093780","SOUTH JERSEY REGIONAL AIRPORT, NJ US","2023-01-28",,,"0.00",,,,"52","28",,,,,,,,
"USW00093780","SOUTH JERSEY REGIONAL AIRPORT, NJ US","2023-01-29",,,"0.00",,,,"54","31",,,,,,,,
"USW00093780","SOUTH JERSEY REGIONAL AIRPORT, NJ US","2023-01-30",,,"0.00",,,,"55","36",,,,,,,,
"USW00093780","SOUTH JERSEY REGIONAL AIRPORT, NJ US","2023-01-31",,,"0.03",,,,"46","35",,,,,,,,
"USW00093780","SOUTH JERSEY REGIONAL AIRPORT, NJ US","2023-02-01",,,"0.00",,,,"38","24",,,,,,,,
"USW00093780","SOUTH JERSEY REGIONAL AIRPORT, NJ US","2023-02-02",,,"0.00",,,,"40","21",,,,,,,,
"USW00093780","SOUTH JERSEY REGIONAL AIRPORT, NJ US","2023-02-03",,,"0.00",,,,"36","15",,,,,,,,
"USW00093780","SOUTH JERSEY REGIONAL AIRPORT, NJ US","2023-02-04",,,"0.00",,,,"27","10",,,,,,,,
"USW00093780","SOUTH JERSEY REGIONAL AIRPORT, NJ US","2023-02-05",,,"0.00",,,,"53","23",,,,,,,,
"USW00093780","SOUTH JERSEY REGIONAL AIRPORT, NJ US","2023-02-06",,,"0.00",,,,"54","28",,,,,,,,
"USW00093780","SOUTH JERSEY REGIONAL AIRPORT, NJ US","2023-02-07",,,"0.00",,,,"48","23",,,,,,,,
"USW00093780","SOUTH JERSEY REGIONAL AIRPORT, NJ US","2023-02-08",,,"0.01",,,,"56","29",,,,,,,,
"USW00093780","SOUTH JERSEY REGIONAL AIRPORT, NJ US","2023-02-09",,,"0.00",,,,"62","26",,,,,,,,
"USW00093780","SOUTH JERSEY REGIONAL AIRPORT, NJ US","2023-02-10",,,"0.00",,,,"63","45",,,,,,,,
"USW00093780","SOUTH JERSEY REGIONAL AIRPORT, NJ US","2023-02-11",,,"0.00",,,,"48","31",,,,,,,,
"USW00093780","SOUTH JERSEY REGIONAL AIRPORT, NJ US","2023-02-12",,,"0.24",,,,"46","30",,,,,,,,
"USW00093780","SOUTH JERSEY REGIONAL AIRPORT, NJ US","2023-02-13",,,"0.01",,,,"58","38",,,,,,,,
"USW00093780","SOUTH JERSEY REGIONAL AIRPORT, NJ US","2023-02-14",,,"0.00",,,,"55","32",,,,,,,,
"USW00093780","SOUTH JERSEY REGIONAL AIRPORT, NJ US","2023-02-15",,,"0.00",,,,"68","42",,,,,,,,
"USW00093780","SOUTH JERSEY REGIONAL AIRPORT, NJ US","2023-02-16",,,"0.18",,,,"66","50",,,,,,,,
"USW00093780","SOUTH JERSEY REGIONAL AIRPORT, NJ US","2023-02-17",,,"0.60",,,,"64","34",,,,,,,,
"USW00093780","SOUTH JERSEY REGIONAL AIRPORT, NJ US","2023-02-18",,,"0.00",,,,"42","28",,,,,,,,
"USW00093780","SOUTH JERSEY REGIONAL AIRPORT, NJ US","2023-02-19",,,"0.00",,,,"55","28",,,,,,,,
"USW00093780","SOUTH JERSEY REGIONAL AIRPORT, NJ US","2023-02-20",,,"0.00",,,,"61","45",,,,,,,,
"USW00093780","SOUTH JERSEY REGIONAL AIRPORT, NJ US","2023-02-21",,,"0.06",,,,"57","35",,,,,,,,
"USW00093780","SOUTH JERSEY REGIONAL AIRPORT, NJ US","2023-02-22",,,"0.03",,,,"45","28",,,,,,,,
"USW00093780","SOUTH JERSEY REGIONAL AIRPORT, NJ US","2023-02-23",,,"0.00",,,,"61","42",,,,,,,,
"USW00093780","SOUTH JERSEY REGIONAL AIRPORT, NJ US","2023-02-24",,,"0.00",,,,"51","30",,,,,,,,
"USW00093780","SOUTH JERSEY REGIONAL AIRPORT, NJ US","2023-02-25",,,"0.00",,,,"36","25",,,,,,,,
"USW00093780","SOUTH JERSEY REGIONAL AIRPORT, NJ US","2023-02-26",,,"0.00",,,,"51","23",,,,,,,,
"USW00093780","SOUTH JERSEY REGIONAL AIRPORT, NJ US","2023-02-27",,,"0.23",,,,"51","26",,,,,,,,
"USW00093780","SOUTH JERSEY REGIONAL AIRPORT, NJ US","2023-02-28",,,"0.20",,,,"42","30",,,,,,,,
"USW00093780","SOUTH JERSEY REGIONAL AIRPORT, NJ US","2023-03-01",,,"0.00",,,,"52","24",,,,,,,,
"USW00093780","SOUTH JERSEY REGIONAL AIRPORT, NJ US","2023-03-02",,,"0.01",,,,"58","41",,,,,,,,
"USW00093780","SOUTH JERSEY REGIONAL AIRPORT, NJ US","2023-03-03",,,"0.33",,,,"47","33",,,,,,,,
"USW00093780","SOUTH JERSEY REGIONAL AIRPORT, NJ US","2023-03-04",,,"0.31",,,,"56","39",,"    1",,,,,,
"USW00093780","SOUTH JERSEY REGIONAL AIRPORT, NJ US","2023-03-05",,,"0.00",,,,"59","28",,,,,,,,
"USW00093780","SOUTH JERSEY REGIONAL AIRPORT, NJ US","2023-03-06",,,"0.00",,,,"55","34",,,,,,,,
"USW00093780","SOUTH JERSEY REGIONAL AIRPORT, NJ US","2023-03-07",,,"0.04",,,,"49","34",,,,,,,,
"USW00093780","SOUTH JERSEY REGIONAL AIRPORT, NJ US","2023-03-08",,,"0.00",,,,"50","33",,,,,,,,
"USW00093780","SOUTH JERSEY REGIONAL AIRPORT, NJ US","2023-03-09",,,"0.00",,,,"53","31",,,,,,,,
"USW00093780","SOUTH JERSEY REGIONAL AIRPORT, NJ US","2023-03-10",,,"0.29",,,,"47","29",,,,,,,,
"USW00093780","SOUTH JERSEY REGIONAL AIRPORT, NJ US","2023-03-11",,,"0.08",,,,"44","36",,,,,,,,
"USW00093780","SOUTH JERSEY REGIONAL AIRPORT, NJ US","2023-03-12",,,"0.00",,,,"46","29",,,,,,,,
"USW00093780","SOUTH JERSEY REGIONAL AIRPORT, NJ US","2023-03-13",,,"0.19",,,,"46","38",,,,,,,,
"USW00093780","SOUTH JERSEY REGIONAL AIRPORT, NJ US","2023-03-14",,,"0.00",,,,"41","35",,,,,,,,
"USW00093780","SOUTH JERSEY REGIONAL AIRPORT, NJ US","2023-03-15",,,"0.00",,,,"50","34",,,,,,,,
"USW00093780","SOUTH JERSEY REGIONAL AIRPORT, NJ US","2023-03-16",,,"0.00",,,,"59","26",,,,,,,,
"USW00093780","SOUTH JERSEY REGIONAL AIRPORT, NJ US","2023-03-17",,,"0.02",,,,"63","38",,,,,,,,
"USW00093780","SOUTH JERSEY REGIONAL AIRPORT, NJ US","2023-03-18",,,"0.02",,,,"55","40",,,,,,,,
"USW00093780","SOUTH JERSEY REGIONAL AIRPORT, NJ US","2023-03-19",,,"0.00",,,,"42","28",,,,,,,,
"USW00093780","SOUTH JERSEY REGIONAL AIRPORT, NJ US","2023-03-20",,,"0.00",,,,"51","23",,,,,,,,
"USW00093780","SOUTH JERSEY REGIONAL AIRPORT, NJ US","2023-03-21",,,"0.00",,,,"62","25",,,,,,,,
"USW00093780","SOUTH JERSEY REGIONAL AIRPORT, NJ US","2023-03-22",,,"0.00",,,,"66","33",,,,,,,,
"USW00093780","SOUTH JERSEY REGIONAL AIRPORT, NJ US","2023-03-23",,,"0.48",,,,"63","48",,,,,,,,
"USW00093780","SOUTH JERSEY REGIONAL AIRPORT, NJ US","2023-03-24",,,"0.13",,,,"59","45",,,,,,,,
"USW00093780","SOUTH JERSEY REGIONAL AIRPORT, NJ US","2023-03-25",,,"0.26",,,,"49","44",,,,,,,,
"USW00093780","SOUTH JERSEY REGIONAL AIRPORT, NJ US","2023-03-26",,,"0.00",,,,"63","38",,,,,,,,
"USW00093780","SOUTH JERSEY REGIONAL AIRPORT, NJ US","2023-03-27",,,"0.15",,,,"67","33",,,,,,,,
"USW00093780","SOUTH JERSEY REGIONAL AIRPORT, NJ US","2023-03-28",,,"0.00",,,,"53","37",,,"    1",,,,"    1",
"USW00093780","SOUTH JERSEY REGIONAL AIRPORT, NJ US","2023-03-29",,,"0.00",,,,"57","31",,,,,,,,
"USW00093780","SOUTH JERSEY REGIONAL AIRPORT, NJ US","2023-03-30",,,"0.00",,,,"47","30",,,,,,,,
"USW00093780","SOUTH JERSEY REGIONAL AIRPORT, NJ US","2023-03-31",,,"0.00",,,,"64","30",,,,,,,,
"USW00093780","SOUTH JERSEY REGIONAL AIRPORT, NJ US","2023-04-01",,,"0.71",,,,"71","50",,,,,,,,
"USW00093780","SOUTH JERSEY REGIONAL AIRPORT, NJ US","2023-04-02",,,"0.00",,,,"53","33",,,,,,,,
"USW00093780","SOUTH JERSEY REGIONAL AIRPORT, NJ US","2023-04-03",,,"0.00",,,,"64","28",,,,,,,,
"USW00093780","SOUTH JERSEY REGIONAL AIRPORT, NJ US","2023-04-04",,,"0.00",,,,"77","41",,,,,,,,
"USW00093780","SOUTH JERSEY REGIONAL AIRPORT, NJ US","2023-04-05",,,"0.00",,,,"68","54",,,,,,,,
"USW00093780","SOUTH JERSEY REGIONAL AIRPORT, NJ US","2023-04-06",,,"0.12",,,,"84","53",,,,,,,,
"USW00093780","SOUTH JERSEY REGIONAL AIRPORT, NJ US","2023-04-07",,,"0.00",,,,"60","45",,,,,,,,
"USW00093780","SOUTH JERSEY REGIONAL AIRPORT, NJ US","2023-04-08",,,"0.00",,,,"51","36",,,,,,,,
"USW00093780","SOUTH JERSEY REGIONAL AIRPORT, NJ US","2023-04-09",,,"0.00",,,,"59","30",,,,,,,,
